date,road,fixed_corridor,observation_time,time_block,day,weather,temperature,rain_chance,traffic_level,traffic_score,traffic_pattern,congestion_location,day_encoded,traffic_pattern_encoded,traffic_level_encoded,congestion_location_encoded
2026-09-11,lagos-ibadan expy,ojota-berger,2026-08-19 18:09:00,2026-08-19 18:00:00,Tuesday,mostly cloudy,25.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,apapa-oshodi expy,mile2-oshodi,2026-08-19 18:09:00,2026-08-19 18:00:00,Tuesday,mostly cloudy,25.0,0.2,low,1,G/Y/R,junction,1,6,0,2
2026-09-11,third mainland bridge,oworonshole – adekunle,2026-08-19 18:10:00,2026-08-19 18:00:00,Tuesday,mostly cloudy,25.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,ikorodu road,unknown,2026-08-19 18:10:00,2026-08-19 18:00:00,Tuesday,mostly cloudy,25.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 18:11:00,2026-08-19 18:00:00,Tuesday,mostly cloudy,25.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,funsho williams avenue,unknown,2026-08-19 18:11:00,2026-08-19 18:00:00,Tuesday,mostly cloudy,25.0,0.2,low,1,G/Y/R,road segment,1,6,0,1
2026-09-11,lekki-epe expy,lekkiphase1-ajah,2026-08-19 18:11:00,2026-08-19 18:00:00,Tuesday,mostly cloudy,25.0,0.2,low,1,G/Y,road segment,1,3,0,1
2026-09-11,lagos-badagry expy,mile2-festac,2026-08-19 18:13:00,2026-08-19 18:00:00,Tuesday,mostly cloudy,25.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,lagos-ibadan expy,ojota-berger,2026-08-19 19:17:00,2026-08-19 19:00:00,Tuesday,mostly cloudy,24.0,0.2,low,1,G/Y/R,junction,1,6,0,2
2026-09-11,apapa-oshodi expy,mile2-oshodi,2026-08-19 19:18:00,2026-08-19 19:00:00,Tuesday,mostly cloudy,24.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,third mainland bridge,oworonshole – adekunle,2026-08-19 19:18:00,2026-08-19 19:00:00,Tuesday,mostly cloudy,24.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,ikorodu road,unknown,2026-08-19 19:19:00,2026-08-19 19:00:00,Tuesday,mostly cloudy,24.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 19:19:00,2026-08-19 19:00:00,Tuesday,mostly cloudy,24.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-11,funsho williams avenue,unknown,2026-08-19 19:20:00,2026-08-19 19:00:00,Tuesday,mostly cloudy,24.0,0.2,low,1,G/Y,road segment,1,3,0,1
2026-09-11,lekki-epe expy,lekkiphase1-ajah,2026-08-19 19:20:00,2026-08-19 19:00:00,Tuesday,mostly cloudy,24.0,0.2,medium,2,G/Y/R,road segment,1,6,1,1
2026-09-11,lagos-badagry expy,mile2-festac,2026-08-19 19:21:00,2026-08-19 19:00:00,Tuesday,mostly cloudy,24.0,0.2,low,1,G/Y/R,mixed,1,6,0,3
2026-09-12,lekki-epe expy,lekkiphase1-ajah,2026-08-19 07:06:00,2026-08-19 07:00:00,Wednesday,partly sunny,24.0,0.1,low,1,G/Y/R,road segment,2,6,0,1
2026-09-12,lagos-badagry expy,mile2-festac,2026-08-19 07:06:00,2026-08-19 07:00:00,Wednesday,partly sunny,24.0,0.1,low,1,G/Y,road segment,2,3,0,1
2026-09-12,apapa-oshodi expy,mile2-oshodi,2026-08-19 07:06:00,2026-08-19 07:00:00,Wednesday,partly sunny,24.0,0.1,low,1,G,none evident,2,0,0,0
2026-09-12,lagos-ibadan expy,ojota-berger,2026-08-19 07:06:00,2026-08-19 07:00:00,Wednesday,partly sunny,24.0,0.1,low,1,G/Y,junction,2,3,0,2
2026-09-12,funsho williams avenue,unknown,2026-08-19 07:07:00,2026-08-19 07:00:00,Wednesday,partly sunny,24.0,0.1,medium,2,Y/R,mixed,2,5,1,3
2026-09-12,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 07:07:00,2026-08-19 07:00:00,Wednesday,partly sunny,24.0,0.1,low,1,G/Y/R,mixed,2,6,0,3
2026-09-12,third mainland bridge,oworonshole – adekunle,2026-08-19 07:08:00,2026-08-19 07:00:00,Wednesday,partly sunny,24.0,0.1,high,3,Y/R,road segment,2,5,2,1
2026-09-12,ikorodu road,unknown,2026-08-19 07:08:00,2026-08-19 07:00:00,Wednesday,partly sunny,24.0,0.1,low,1,G/Y/R,road segment,2,6,0,1
2026-09-13,lekki-epe expy,lekkiphase1-ajah,2026-08-19 07:22:00,2026-08-19 07:00:00,Thursday,heavy rain,23.0,0.5,low,1,G/Y/R,road segment,3,6,0,1
2026-09-13,lagos-badagry expy,mile2-festac,2026-08-19 07:23:00,2026-08-19 07:00:00,Thursday,heavy rain,23.0,0.5,low,1,G/Y,road segment,3,3,0,1
2026-09-13,apapa-oshodi expy,mile2-oshodi,2026-08-19 07:24:00,2026-08-19 07:00:00,Thursday,heavy rain,23.0,0.5,low,1,G,none evident,3,0,0,0
2026-09-13,lagos-ibadan expy,ojota-berger,2026-08-19 07:24:00,2026-08-19 07:00:00,Thursday,heavy rain,23.0,0.5,low,1,G,none evident,3,0,0,0
2026-09-13,funsho williams avenue,unknown,2026-08-19 07:25:00,2026-08-19 07:00:00,Thursday,heavy rain,23.0,0.5,low,1,G/Y,junction,3,3,0,2
2026-09-13,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 07:25:00,2026-08-19 07:00:00,Thursday,heavy rain,23.0,0.5,low,1,G/Y/R,mixed,3,6,0,3
2026-09-13,third mainland bridge,oworonshole – adekunle,2026-08-19 07:25:00,2026-08-19 07:00:00,Thursday,heavy rain,23.0,0.5,low,1,G/Y,road segment,3,3,0,1
2026-09-13,ikorodu road,unknown,2026-08-19 07:26:00,2026-08-19 07:00:00,Thursday,heavy rain,23.0,0.5,low,1,G/Y/R,mixed,3,6,0,3
2026-09-13,apapa-oshodi expy,mile2-oshodi,2026-08-19 08:19:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.3,low,1,G/Y,junction,3,3,0,2
2026-09-13,lagos-ibadan expy,ojota-berger,2026-08-19 08:21:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.3,low,1,G,none evident,3,0,0,0
2026-09-13,funsho williams avenue,unknown,2026-08-19 08:22:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.3,low,1,G/Y/R,road segment,3,6,0,1
2026-09-13,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 08:23:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.3,low,1,G/Y/R,mixed,3,6,0,3
2026-09-13,third mainland bridge,oworonshole – adekunle,2026-08-19 08:40:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.3,low,1,G/Y/R,mixed,3,6,0,3
2026-09-13,ikorodu road,unknown,2026-08-19 08:40:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.3,low,1,G/R,road segment,3,4,0,1
2026-09-13,lekki-epe expy,lekkiphase1-ajah,2026-08-19 08:40:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.3,low,1,G/Y,road segment,3,3,0,1
2026-09-13,lagos-badagry expy,mile2-festac,2026-08-19 08:41:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.3,low,1,G/Y,road segment,3,3,0,1
2026-09-14,apapa-oshodi expy,mile2-oshodi,2026-08-19 07:04:00,2026-08-19 07:00:00,Friday,partly sunny,25.0,0.1,low,1,G,none evident,4,0,0,0
2026-09-14,lagos-ibadan expy,ojota-berger,2026-08-19 07:04:00,2026-08-19 07:00:00,Friday,partly sunny,25.0,0.1,low,1,G,none evident,4,0,0,0
2026-09-14,funsho williams avenue,unknown,2026-08-19 07:05:00,2026-08-19 07:00:00,Friday,partly sunny,25.0,0.1,low,1,G/Y,road segment,4,3,0,1
2026-09-14,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 07:05:00,2026-08-19 07:00:00,Friday,partly sunny,25.0,0.1,low,1,G/Y/R,mixed,4,6,0,3
2026-09-14,third mainland bridge,oworonshole – adekunle,2026-08-19 07:05:00,2026-08-19 07:00:00,Friday,partly sunny,25.0,0.1,low,1,G/Y/R,mixed,4,6,0,3
2026-09-14,ikorodu road,unknown,2026-08-19 07:06:00,2026-08-19 07:00:00,Friday,partly sunny,25.0,0.1,low,1,G/Y/R,mixed,4,6,0,3
2026-09-14,lekki-epe expy,lekkiphase1-ajah,2026-08-19 07:06:00,2026-08-19 07:00:00,Friday,partly sunny,25.0,0.1,low,1,G/Y,road segment,4,3,0,1
2026-09-14,lagos-badagry expy,mile2-festac,2026-08-19 07:07:00,2026-08-19 07:00:00,Friday,partly sunny,25.0,0.1,low,1,G/Y/R,road segment,4,6,0,1
2026-09-14,funsho williams avenue,unknown,2026-08-19 08:07:00,2026-08-19 08:00:00,Friday,partly sunny,26.0,0.1,low,1,G,none evident,4,0,0,0
2026-09-14,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 08:07:00,2026-08-19 08:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y/R,mixed,4,6,0,3
2026-09-14,third mainland bridge,oworonshole – adekunle,2026-08-19 08:08:00,2026-08-19 08:00:00,Friday,partly sunny,26.0,0.1,low,1,G,none evident,4,0,0,0
2026-09-14,ikorodu road,unknown,2026-08-19 08:08:00,2026-08-19 08:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y/R,mixed,4,6,0,3
2026-09-14,lekki-epe expy,lekkiphase1-ajah,2026-08-19 08:09:00,2026-08-19 08:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y/R,road segment,4,6,0,1
2026-09-14,lagos-badagry expy,mile2-festac,2026-08-19 08:09:00,2026-08-19 08:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y/R,road segment,4,6,0,1
2026-09-14,apapa-oshodi expy,mile2-oshodi,2026-08-19 08:10:00,2026-08-19 08:00:00,Friday,partly sunny,26.0,0.1,low,1,G,none evident,4,0,0,0
2026-09-14,lagos-ibadan expy,ojota-berger,2026-08-19 08:10:00,2026-08-19 08:00:00,Friday,partly sunny,26.0,0.1,low,1,G,none evident,4,0,0,0
2026-09-14,funsho williams avenue,unknown,2026-08-19 09:02:00,2026-08-19 09:00:00,Friday,partly sunny,26.0,0.1,low,1,G/R,mixed,4,4,0,3
2026-09-14,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 09:03:00,2026-08-19 09:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y/R,road segment,4,6,0,1
2026-09-14,third mainland bridge,oworonshole – adekunle,2026-08-19 09:03:00,2026-08-19 09:00:00,Friday,partly sunny,26.0,0.1,low,1,G,none evident,4,0,0,0
2026-09-14,ikorodu road,unknown,2026-08-19 09:04:00,2026-08-19 09:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y/R,road segment,4,6,0,1
2026-09-14,lekki-epe expy,lekkiphase1-ajah,2026-08-19 09:04:00,2026-08-19 09:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y,road segment,4,3,0,1
2026-09-14,lagos-badagry expy,mile2-festac,2026-08-19 09:05:00,2026-08-19 09:00:00,Friday,partly sunny,26.0,0.1,low,1,G,none evident,4,0,0,0
2026-09-14,apapa-oshodi expy,mile2-oshodi,2026-08-19 09:05:00,2026-08-19 09:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y,junction,4,3,0,2
2026-09-14,lagos-ibadan expy,ojota-berger,2026-08-19 09:05:00,2026-08-19 09:00:00,Friday,partly sunny,26.0,0.1,low,1,G/Y,junction,4,3,0,2
2026-09-15,third mainland bridge,oworonshole – adekunle,2026-08-19 07:18:00,2026-08-19 07:00:00,Monday,mostly cloudy,26.0,0.1,high,3,G/Y,road segment,0,3,2,1
2026-09-15,ikorodu road,unknown,2026-08-19 07:18:00,2026-08-19 07:00:00,Monday,mostly cloudy,26.0,0.1,medium,2,R,mixed,0,2,1,3
2026-09-15,lekki-epe expy,lekkiphase1-ajah,2026-08-19 07:19:00,2026-08-19 07:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G/Y/R,road segment,0,6,0,1
2026-09-15,lagos-badagry expy,mile2-festac,2026-08-19 07:19:00,2026-08-19 07:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G/Y/R,road segment,0,6,0,1
2026-09-15,apapa-oshodi expy,mile2-oshodi,2026-08-19 07:19:00,2026-08-19 07:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G,none evident,0,0,0,0
2026-09-15,funsho williams avenue,unknown,2026-08-19 07:20:00,2026-08-19 07:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G/Y/R,road segment,0,6,0,1
2026-09-15,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 07:20:00,2026-08-19 07:00:00,Monday,mostly cloudy,26.0,0.1,medium,2,Y/R,mixed,0,5,1,3
2026-09-15,lagos-ibadan expy,ojota-berger,2026-08-19 07:21:00,2026-08-19 07:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G,none evident,0,0,0,0
2026-09-15,third mainland bridge,oworonshole – adekunle,2026-08-19 08:00:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.1,high,3,G/Y/R,road segment,0,6,2,1
2026-09-15,ikorodu road,unknown,2026-08-19 08:00:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.1,medium,2,Y/R,mixed,0,5,1,3
2026-09-15,lekki-epe expy,lekkiphase1-ajah,2026-08-19 08:00:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G/Y/R,road segment,0,6,0,1
2026-09-15,lagos-badagry expy,mile2-festac,2026-08-19 08:01:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.1,medium,2,G/Y/R,mixed,0,6,1,3
2026-09-15,apapa-oshodi expy,mile2-oshodi,2026-08-19 08:01:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G/Y,road segment,0,3,0,1
2026-09-15,funsho williams avenue,unknown,2026-08-19 08:02:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G/Y/R,mixed,0,6,0,3
2026-09-15,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 08:02:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G/Y/R,road segment,0,6,0,1
2026-09-15,lagos-ibadan expy,ojota-berger,2026-08-19 08:02:00,2026-08-19 08:00:00,Monday,mostly cloudy,26.0,0.1,low,1,G/Y,road segment,0,3,0,1
2026-09-15,lekki-epe expy,lekkiphase1-ajah,2026-08-19 16:17:00,2026-08-19 16:00:00,Monday,cloudy,29.0,0.2,medium,2,G/Y/R,road segment,0,6,1,1
2026-09-15,lagos-badagry expy,mile2-festac,2026-08-19 16:18:00,2026-08-19 16:00:00,Monday,cloudy,29.0,0.2,low,1,G/Y,road segment,0,3,0,1
2026-09-15,apapa-oshodi expy,mile2-oshodi,2026-08-19 16:18:00,2026-08-19 16:00:00,Monday,cloudy,29.0,0.2,low,1,G,none evident,0,0,0,0
2026-09-15,funsho williams avenue,unknown,2026-08-19 16:19:00,2026-08-19 16:00:00,Monday,cloudy,29.0,0.2,low,1,G/Y,road segment,0,3,0,1
2026-09-15,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 16:19:00,2026-08-19 16:00:00,Monday,cloudy,29.0,0.2,low,1,G/Y/R,mixed,0,6,0,3
2026-09-15,lagos-ibadan expy,ojota-berger,2026-08-19 16:20:00,2026-08-19 16:00:00,Monday,cloudy,29.0,0.2,low,1,G,none evident,0,0,0,0
2026-09-15,third mainland bridge,oworonshole – adekunle,2026-08-19 16:20:00,2026-08-19 16:00:00,Monday,cloudy,29.0,0.2,low,1,G/Y,road segment,0,3,0,1
2026-09-15,ikorodu road,unknown,2026-08-19 16:20:00,2026-08-19 16:00:00,Monday,cloudy,29.0,0.2,low,1,G/Y/R,road segment,0,6,0,1
2026-09-15,lekki-epe expy,lekkiphase1-ajah,2026-08-19 17:21:00,2026-08-19 17:00:00,Monday,cloudy,29.0,0.3,medium,2,G/Y/R,mixed,0,6,1,3
2026-09-15,lagos-badagry expy,mile2-festac,2026-08-19 17:22:00,2026-08-19 17:00:00,Monday,cloudy,29.0,0.3,low,1,G/Y/R,mixed,0,6,0,3
2026-09-15,apapa-oshodi expy,mile2-oshodi,2026-08-19 17:22:00,2026-08-19 17:00:00,Monday,cloudy,29.0,0.3,low,1,G/Y/R,junction,0,6,0,2
2026-09-15,funsho williams avenue,unknown,2026-08-19 17:23:00,2026-08-19 17:00:00,Monday,cloudy,29.0,0.3,high,3,Y/R,mixed,0,5,2,3
2026-09-15,Lagos-abeokuta,abule egba-iyana ipaja,2026-08-19 17:23:00,2026-08-19 17:00:00,Monday,cloudy,29.0,0.3,high,3,Y/R,mixed,0,5,2,3
2026-09-15,lagos-ibadan expy,ojota-berger,2026-08-19 17:23:00,2026-08-19 17:00:00,Monday,cloudy,29.0,0.3,low,1,G/Y/R,road segment,0,6,0,1
2026-09-15,third mainland bridge,oworonshole – adekunle,2026-08-19 17:25:00,2026-08-19 17:00:00,Monday,cloudy,29.0,0.3,medium,2,Y/R,road segment,0,5,1,1
2026-09-15,ikorodu road,unknown,2026-08-19 17:26:00,2026-08-19 17:00:00,Monday,cloudy,29.0,0.3,medium,2,G/Y/R,junction,0,6,1,2
